weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;four;currency4;rateFour;three;currency5;rateThree;nr1;nr2;nr3;nr4;nr5;nr6;additionalNr;
Wednesday;02.02.2005;1;6;10;14;26;35;19;1;EUR;3494937,20;6;EUR;49549,10;335;EUR;998,30;14411;EUR;41,20;234785;EUR;3,90;35;1;10;14;6;26;19;
Sunday;06.02.2005;3;21;22;27;33;37;2;1;EUR;838243,00;4;EUR;39916,30;152;EUR;1181,70;9165;EUR;34,80;136408;EUR;3,60;27;33;37;21;3;22;2;
Wednesday;09.02.2005;5;11;19;21;25;43;20;1;EUR;669745,60;3;EUR;42523,50;105;EUR;1366,80;6773;EUR;37,60;107081;EUR;3,70;21;25;43;19;5;11;20;
Sunday;13.02.2005;3;8;11;16;21;36;32;3;EUR;277365,00;8;EUR;19811,70;200;EUR;891,50;9148;EUR;34,60;139671;EUR;3,50;36;11;8;21;3;16;32;
Wednesday;16.02.2005;5;17;22;38;39;40;13;JP;;684406,60;2;EUR;65181,50;99;EUR;1481,30;5285;EUR;49,30;95092;EUR;4,20;39;5;17;22;40;38;13;
Sunday;20.02.2005;5;8;17;24;31;37;9;2;EUR;967103,20;6;EUR;39676,10;261;EUR;1026,10;11113;EUR;42,80;179765;EUR;4,10;37;8;24;31;17;5;9;
Wednesday;23.02.2005;11;18;23;29;33;39;27;1;EUR;648008,70;4;EUR;30857,50;107;EUR;1297,70;5490;EUR;44,90;94835;EUR;4,00;18;29;11;23;39;33;27;
Sunday;27.02.2005;6;11;14;32;38;44;27;2;EUR;413583,90;3;EUR;52518,60;136;EUR;1303,30;6445;EUR;48,80;106602;EUR;4,60;32;38;44;14;11;6;27;
Wednesday;02.03.2005;17;25;29;35;38;40;44;JP;;676604,40;JP;;128877,00;94;EUR;1542,40;5112;EUR;50,40;89454;EUR;4,50;25;38;35;29;17;40;44;
Sunday;06.03.2005;12;14;15;16;23;37;32;DJP;;2052586,30;6;EUR;65161,40;169;EUR;1744,60;9334;EUR;56,10;173772;EUR;4,70;12;23;37;15;16;14;32;
Wednesday;09.03.2005;6;11;14;27;30;43;20;2;EUR;1871587,80;15;EUR;21467,80;291;EUR;1244,90;14864;EUR;43,30;247521;EUR;4,00;30;6;43;11;14;27;20;
Sunday;13.03.2005;11;21;35;38;39;44;19;1;EUR;931422,90;8;EUR;22176,70;181;EUR;1102,70;8221;EUR;43,10;129213;EUR;4,20;21;44;35;11;39;38;19;
Wednesday;16.03.2005;9;10;12;17;40;42;11;1;EUR;683407,80;JP;;130172,90;106;EUR;1381,50;5403;EUR;48,10;99306;EUR;4,00;10;40;17;42;9;12;11;
Sunday;20.03.2005;3;5;27;29;40;41;22;2;EUR;430419,10;5;EUR;58828,40;172;EUR;1072,40;8278;EUR;39,60;135672;EUR;3,70;40;29;27;41;3;5;22;
Wednesday;23.03.2005;5;16;24;33;39;41;9;1;EUR;639961,90;1;EUR;121897,50;121;EUR;1133,30;5729;EUR;42,50;89930;EUR;4,20;41;39;24;33;5;16;9;
Sunday;27.03.2005;15;27;35;38;39;41;34;JP;;831401,60;4;EUR;39590,50;172;EUR;1035,70;8143;EUR;38,80;124134;EUR;3,90;27;39;15;35;38;41;34;
Wednesday;30.03.2005;12;19;24;27;29;43;15;1;EUR;1823022,00;11;EUR;17170,90;161;EUR;1319,80;8635;EUR;43,70;145661;EUR;4,00;24;19;29;27;43;12;15;
Sunday;03.04.2005;5;17;22;29;32;42;31;3;EUR;279888,80;4;EUR;39984,10;227;EUR;792,60;8205;EUR;38,90;128523;EUR;3,80;17;5;22;29;42;32;31;
Wednesday;06.04.2005;11;24;26;36;39;44;25;1;EUR;625843,80;4;EUR;29802,00;108;EUR;1241,70;5259;EUR;45,30;84952;EUR;4,30;39;26;44;11;24;36;25;
Sunday;10.04.2005;1;2;6;12;28;45;43;1;EUR;797703,80;3;EUR;50647,80;226;EUR;756,30;10257;EUR;29,60;139926;EUR;3,30;28;12;6;45;1;2;43;
Wednesday;13.04.2005;2;4;21;29;35;42;31;JP;;618634,30;2;EUR;58917,50;93;EUR;1425,40;4964;EUR;47,40;86702;EUR;4,20;42;21;29;2;35;4;31;
Sunday;17.04.2005;10;12;22;23;25;38;37;DJP;;1716840,90;2;EUR;104591,10;162;EUR;1452,60;8577;EUR;48,70;151331;EUR;4,30;22;10;25;38;23;12;37;
Wednesday;20.04.2005;8;9;18;36;39;40;37;3JP;;3032237,40;4;EUR;62637,90;213;EUR;1323,30;10842;EUR;46,20;184455;EUR;4,20;40;8;39;18;36;9;37;
Sunday;24.04.2005;20;27;37;39;43;44;22;1;EUR;4982919,70;6;EUR;61926,40;332;EUR;1259,00;16101;EUR;46,10;268005;EUR;4,30;27;44;43;20;39;37;22;
Wednesday;27.04.2005;2;4;7;15;17;26;9;2;EUR;336710,10;7;EUR;18324,30;197;EUR;732,50;8118;EUR;31,60;121471;EUR;3,20;4;7;2;17;26;15;9;
Sunday;01.05.2005;1;18;24;29;32;42;23;JP;;861356,40;3;EUR;54689,20;119;EUR;1551,00;6226;EUR;52,70;109912;EUR;4,60;24;18;1;32;42;29;23;
Wednesday;04.05.2005;5;23;35;38;40;45;33;1;EUR;1922398,20;3;EUR;67367,70;177;EUR;1284,50;8814;EUR;45,80;147556;EUR;4,20;23;38;5;45;35;40;33;
Sunday;08.05.2005;1;10;18;21;30;37;9;JP;;805051,00;1;EUR;153343,00;131;EUR;1316,80;6696;EUR;45,80;110567;EUR;4,30;30;21;18;37;10;1;9;
Wednesday;11.05.2005;4;14;25;26;30;45;13;1;EUR;1866784,60;4;EUR;50558,70;165;EUR;1378,80;8142;EUR;49,60;142179;EUR;4,40;45;4;25;30;14;26;13;
Sunday;15.05.2005;1;4;12;16;37;45;20;1;EUR;835650,80;3;EUR;53057,10;123;EUR;1455,80;6811;EUR;46,70;112648;EUR;4,40;1;37;16;45;4;12;20;
Wednesday;18.05.2005;15;19;23;24;39;42;5;1;EUR;603840,60;4;EUR;28754,30;96;EUR;1347,80;4615;EUR;49,80;81375;EUR;4,40;42;24;15;39;19;23;5;
Sunday;22.05.2005;5;14;18;29;32;40;15;1;EUR;774783,60;3;EUR;49192,60;175;EUR;948,70;7052;EUR;41,80;108704;EUR;4,20;14;40;32;18;29;5;15;
Wednesday;25.05.2005;2;3;8;11;22;23;26;1;EUR;632601,60;4;EUR;30123,80;187;EUR;724,90;8019;EUR;30,00;113736;EUR;3,30;3;23;8;2;22;11;26;
Sunday;29.05.2005;6;11;13;15;37;40;29;JP;;731705,60;2;EUR;69686,20;107;EUR;1465,30;5623;EUR;49,50;98287;EUR;4,40;40;13;15;11;6;37;29;
Wednesday;01.06.2005;3;7;23;26;31;41;10;1;EUR;1716899,50;6;EUR;31275,90;198;EUR;1066,20;9853;EUR;38,00;158084;EUR;3,70;7;41;31;26;3;23;10;
Sunday;05.06.2005;9;11;19;24;26;30;32;JP;;782352,80;1;EUR;149019,50;184;EUR;911,10;8047;EUR;37,00;125078;EUR;3,70;24;30;26;11;9;19;32;
Wednesday;08.06.2005;3;9;12;32;40;42;8;3;EUR;617357,50;6;EUR;33959,30;171;EUR;1340,50;9552;EUR;42,60;157853;EUR;4,00;3;40;9;12;42;32;8;
Sunday;12.06.2005;6;21;23;26;28;30;12;JP;;783913,50;6;EUR;24886,10;198;EUR;848,30;6644;EUR;44,90;116494;EUR;4,00;28;23;30;26;21;6;12;
Wednesday;15.06.2005;2;3;4;11;34;40;33;DJP;;1835497,20;3;EUR;66767,20;152;EUR;1482,40;8567;EUR;46,70;154884;EUR;4,00;3;40;34;11;2;4;33;
Sunday;19.06.2005;3;20;32;33;34;35;24;3JP;;3269228,20;5;EUR;54618,30;206;EUR;1491,30;12705;EUR;42,90;200084;EUR;4,20;20;33;34;3;35;32;24;
Wednesday;22.06.2005;2;6;15;17;26;31;29;4JP;;5241819,30;7;EUR;53675,90;357;EUR;1184,00;18223;EUR;41,20;297283;EUR;3,90;26;6;2;31;17;15;29;
Sunday;26.06.2005;4;7;19;28;31;42;32;3;EUR;2986709,30;20;EUR;35412,40;817;EUR;975,20;34309;EUR;41,20;549730;EUR;4,00;4;19;31;7;28;42;32;
Wednesday;29.06.2005;3;7;9;12;24;30;1;1;EUR;659625,30;13;EUR;9664,80;284;EUR;497,70;10517;EUR;23,80;127624;EUR;3,00;12;3;24;7;30;9;1;
Sunday;03.07.2005;1;8;9;10;18;31;3;JP;;827169,80;10;EUR;15755,60;181;EUR;979,20;8615;EUR;36,50;127555;EUR;3,80;9;18;31;10;8;1;3;
Wednesday;06.07.2005;1;8;17;31;41;45;16;1;EUR;1893621,80;4;EUR;50783,40;194;EUR;1177,90;8717;EUR;46,60;146755;EUR;4,30;8;41;45;31;1;17;16;
Sunday;10.07.2005;2;5;6;11;42;45;36;2;EUR;432631,70;2;EUR;82406,00;151;EUR;1227,90;7885;EUR;41,80;135685;EUR;3,70;45;6;11;5;42;2;36;
Wednesday;13.07.2005;14;24;33;34;38;43;25;JP;;650355,20;5;EUR;24775,40;103;EUR;1353,00;5188;EUR;47,70;86057;EUR;4,40;33;38;43;24;34;14;25;
Sunday;17.07.2005;3;4;10;17;19;30;23;2;EUR;887620,00;7;EUR;30609,10;275;EUR;876,50;12937;EUR;33,10;192614;EUR;3,40;3;19;4;10;17;30;23;
Wednesday;20.07.2005;13;18;21;37;39;41;38;1;EUR;631916,30;2;EUR;60182,50;98;EUR;1381,70;4976;EUR;48,30;83135;EUR;4,50;21;37;18;13;39;41;38;
Sunday;24.07.2005;8;11;12;35;40;42;24;JP;;806855,10;2;EUR;76843,30;87;EUR;1987,30;6151;EUR;49,90;112237;EUR;4,20;11;12;42;40;8;35;24;
Wednesday;27.07.2005;2;13;17;28;40;41;1;DJP;;1751521,90;10;EUR;17993,60;163;EUR;1241,80;8228;EUR;43,70;134277;EUR;4,10;13;41;28;17;2;40;1;
Sunday;31.07.2005;5;7;23;31;37;41;20;3JP;;3050252,80;6;EUR;41229,50;249;EUR;1117,60;11669;EUR;42,30;186748;EUR;4,10;5;23;7;37;31;41;20;
Wednesday;03.08.2005;11;27;31;35;40;43;4;4JP;;4694738,30;8;EUR;39154,40;292;EUR;1206,80;13708;EUR;45,70;229876;EUR;4,20;11;31;27;40;35;43;4;
Sunday;07.08.2005;16;23;27;32;41;44;11;2;EUR;3584940,10;11;EUR;42859,60;516;EUR;1027,80;23213;EUR;40,60;361027;EUR;4,00;23;27;44;41;16;32;11;
Wednesday;10.08.2005;18;23;24;36;40;45;12;JP;;668024,80;4;EUR;31810,70;78;EUR;1835,20;4298;EUR;59,20;80355;EUR;4,90;36;45;23;18;24;40;12;
Sunday;14.08.2005;2;10;16;27;29;37;36;2;EUR;937532,70;9;EUR;25545,80;224;EUR;1154,60;11195;EUR;41,00;180187;EUR;3,90;27;37;10;29;2;16;36;
Wednesday;17.08.2005;1;5;16;29;31;43;28;JP;;628661,30;5;EUR;23949,00;128;EUR;1052,40;5196;EUR;46,00;87546;EUR;4,20;29;16;43;5;31;1;28;
Sunday;21.08.2005;16;18;31;33;36;37;1;2;EUR;891704,60;7;EUR;31421,70;192;EUR;1288,70;8517;EUR;51,60;141824;EUR;4,80;18;36;31;37;33;16;1;
Wednesday;24.08.2005;3;7;9;24;31;32;38;JP;;635304,10;3;EUR;40336,70;146;EUR;932,40;6657;EUR;36,30;104062;EUR;3,60;9;24;31;32;7;3;38;
Sunday;28.08.2005;1;10;23;28;37;42;11;1;EUR;1790084,30;4;EUR;54989,50;180;EUR;1374,70;9122;EUR;48,20;153538;EUR;4,40;42;23;37;28;10;1;11;
Wednesday;31.08.2005;15;17;23;24;31;42;34;1;EUR;622415,10;1;EUR;118555,20;82;EUR;1626,50;4711;EUR;50,30;82437;EUR;4,40;42;15;31;23;17;24;34;
Sunday;04.09.2005;1;12;20;22;32;44;13;1;EUR;802954,00;7;EUR;21849,00;127;EUR;1354,80;6782;EUR;45,10;109238;EUR;4,30;20;22;12;44;32;1;13;
Wednesday;07.09.2005;12;21;22;28;41;45;5;JP;;597903,90;4;EUR;28471,60;82;EUR;1562,40;4425;EUR;51,40;80336;EUR;4,40;12;45;28;22;41;21;5;
Sunday;11.09.2005;6;11;14;37;38;40;7;1;EUR;1666892,00;3;EUR;67872,20;163;EUR;1405,30;8114;EUR;50,10;138304;EUR;4,60;40;6;14;11;38;37;7;
Wednesday;14.09.2005;8;11;13;14;29;38;1;JP;;604238,70;2;EUR;57546,50;77;EUR;1681,50;5075;EUR;45,30;88306;EUR;4,00;8;14;29;11;38;13;1;
Sunday;18.09.2005;12;15;18;22;38;39;28;JP;;1703956,90;7;EUR;29924,30;161;EUR;1463,60;8129;EUR;51,50;144398;EUR;4,50;15;39;18;38;22;12;28;
Wednesday;21.09.2005;2;8;12;13;19;25;30;3;EUR;978336,60;15;EUR;15632,40;294;EUR;897,20;13343;EUR;35,10;196193;EUR;3,70;25;13;2;8;19;12;30;
Sunday;25.09.2005;3;14;18;19;20;24;38;JP;;772803,10;1;EUR;147200,60;92;EUR;1800,00;5760;EUR;51,10;103891;EUR;4,40;20;14;18;24;19;3;38;
Wednesday;28.09.2005;3;19;29;42;43;45;4;1;EUR;1674792,30;8;EUR;21475,90;136;EUR;1421,20;7504;EUR;45,70;130554;EUR;4,10;43;29;3;42;45;19;4;
Sunday;02.10.2005;17;25;26;35;39;44;9;JP;;834514,40;8;EUR;19869,30;188;EUR;951,10;8646;EUR;36,70;121190;EUR;4,00;25;26;44;35;39;17;9;
Wednesday;05.10.2005;3;7;14;19;21;30;27;DJP;;1842588,70;7;EUR;27430,50;241;EUR;896,30;11274;EUR;34,00;171606;EUR;3,40;21;7;3;19;14;30;27;
Sunday;09.10.2005;5;8;11;24;28;36;9;2;EUR;1618860,40;9;EUR;29526,60;316;EUR;946,00;14291;EUR;37,10;222107;EUR;3,70;11;36;8;24;28;5;9;
Wednesday;12.10.2005;2;6;18;24;27;36;20;JP;;675219,10;5;EUR;25772,60;129;EUR;1121,60;7277;EUR;35,30;99844;EUR;4,00;27;36;24;2;6;18;20;
Sunday;16.10.2005;4;12;16;19;31;43;9;3;EUR;616163,40;3;EUR;74493,40;207;EUR;1214,50;10385;EUR;43,00;171051;EUR;4,00;43;31;12;16;19;4;9;
Wednesday;19.10.2005;13;29;30;35;36;39;1;1;EUR;615759,00;JP;EUR;117287,40;74;EUR;1783,00;4095;EUR;57,20;75189;EUR;4,80;29;13;36;30;39;35;1;
Sunday;23.10.2005;13;24;33;37;38;40;6;JP;;796148,80;5;EUR;53786,90;80;EUR;2132,50;5574;EUR;54,40;100729;EUR;4,70;24;37;13;40;38;33;6;
Wednesday;26.10.2005;5;17;18;33;39;43;32;1;EUR;1650636,70;8;EUR;20344,90;164;EUR;1116,40;8011;EUR;40,60;126062;EUR;4,00;33;17;39;18;5;43;32;
Sunday;30.10.2005;14;20;21;38;40;41;32;JP;;814634,90;6;EUR;25861,40;105;EUR;1662,50;5799;EUR;53,50;102161;EUR;4,70;38;40;41;21;14;20;32;
Wednesday;02.11.2005;5;12;20;34;39;44;41;2;EUR;882401,90;6;EUR;30164,00;169;EUR;1204,70;7741;EUR;46,70;128466;EUR;4,40;20;39;44;34;5;12;41;
Sunday;06.11.2005;11;18;24;28;31;37;27;1;EUR;804422,40;5;EUR;30644,60;113;EUR;1525,40;6201;EUR;49,40;105042;EUR;4,50;31;11;24;28;18;37;27;
Wednesday;09.11.2005;1;8;21;25;28;37;23;1;EUR;618016,70;3;EUR;39239,10;101;EUR;1311,20;4797;EUR;49,00;83585;EUR;4,40;37;1;28;8;21;25;23;
Sunday;13.11.2005;6;9;19;32;38;42;40;1;EUR;787610,70;4;EUR;37505,20;147;EUR;1148,10;6802;EUR;44,10;113886;EUR;4,10;42;38;9;6;19;32;40;
Wednesday;16.11.2005;4;8;12;16;29;31;2;2;EUR;301964,90;4;EUR;28758,50;168;EUR;770,30;7402;EUR;31,00;99046;EUR;3,60;29;4;16;12;31;8;2;
Sunday;20.11.2005;7;8;9;39;41;45;37;2;EUR;385644,00;6;EUR;24485,30;114;EUR;1449,70;5743;EUR;51,10;107582;EUR;4,20;39;7;45;8;41;9;37;
Wednesday;23.11.2005;14;16;20;21;25;36;33;JP;;583480,70;3;EUR;37046,30;65;EUR;1923,50;3576;EUR;62,10;67235;EUR;5,10;20;14;21;25;36;16;33;
Sunday;27.11.2005;3;4;6;11;25;31;21;DJP;;1657881,00;6;EUR;34107,90;190;EUR;1211,70;10367;EUR;39,40;169252;EUR;3,70;25;4;3;31;11;6;21;
Wednesday;30.11.2005;8;12;17;21;34;40;2;2;EUR;1481033,10;7;EUR;35488,00;258;EUR;1083,20;13043;EUR;38,00;198693;EUR;3,90;17;12;8;21;34;40;2;
Sunday;04.12.2005;7;14;16;18;21;26;35;JP;;788194,20;3;EUR;50044,00;153;EUR;1103,90;7447;EUR;40,30;125727;EUR;3,70;18;7;21;16;14;26;35;
Wednesday;07.12.2005;2;11;12;14;21;28;4;1;EUR;1852483,90;9;EUR;22524,60;275;EUR;829,30;11608;EUR;34,90;176883;EUR;3,50;11;12;2;21;28;14;14;
Sunday;11.12.2005;2;12;15;26;33;45;24;1;EUR;766739,80;6;EUR;24340,90;186;EUR;883,30;7028;EUR;41,50;114619;EUR;3,90;12;2;26;33;15;45;24;
Wednesday;14.12.2005;4;11;23;25;26;35;16;1;EUR;631202,30;2;EUR;60114,50;102;EUR;1326,00;5737;EUR;41,90;93115;EUR;4,00;35;11;25;26;4;23;16;
Sunday;18.12.2005;6;18;24;27;38;41;20;JP;;766140,70;1;EUR;145931,50;127;EUR;1292,70;6664;EUR;43,70;105458;EUR;4,30;24;6;18;41;38;27;20;
Wednesday;21.12.2005;2;8;11;30;35;42;1;2;EUR;907984,00;2;EUR;99983,50;171;EUR;1315,50;8742;EUR;45,70;147997;EUR;4,20;42;35;2;30;11;8;1;
Sunday;25.12.2005;1;12;15;27;36;42;35;JP;;884379,90;5;EUR;33690,60;151;EUR;1255,00;7684;EUR;43,80;125817;EUR;4,10;27;36;42;15;12;1;35;
Wednesday;28.12.2005;2;25;34;39;42;44;24;DJP;;1832711,50;3;EUR;60211,50;127;EUR;1600,10;6711;EUR;53,80;117565;EUR;4,80;44;2;34;25;42;39;24;
Sunday;01.01.2006;19;31;33;36;40;41;17;2;EUR;1671206,00;4;EUR;71890,50;239;EUR;1353,50;11444;EUR;50,20;199035;EUR;4,50;40;19;41;36;31;33;17;
Wednesday;04.01.2006;9;13;16;29;42;43;30;JP;;641718,60;3;EUR;40744,00;103;EUR;1335,00;5132;EUR;47,60;91317;EUR;4,10;16;42;29;43;13;9;30;
Sunday;08.01.2006;13;21;36;40;41;44;20;1;EUR;1710830,20;2;EUR;101820,10;136;EUR;1684,50;8017;EUR;50,80;139464;EUR;4,50;41;21;44;13;36;40;20;
Wednesday;11.01.2006;26;33;36;39;40;45;28;JP;;685005,70;4;EUR;32619,30;131;EUR;1120,50;5932;EUR;43,90;94495;EUR;4,30;45;36;33;26;39;40;28;
Sunday;15.01.2006;15;16;19;22;33;34;13;DJP;;1814479,00;7;EUR;30733,90;165;EUR;1466,80;9371;EUR;45,90;161618;EUR;4,10;15;34;16;33;22;19;13;
Wednesday;18.01.2006;4;13;19;22;23;31;45;3JP;;3145615,60;5;EUR;50709,90;244;EUR;1169,00;11830;EUR;42,80;191763;EUR;4,10;31;22;23;19;13;4;45;
Sunday;22.01.2006;4;5;15;20;28;43;39;2;EUR;2508728,00;21;EUR;16978,10;323;EUR;1241,80;16726;EUR;42,60;276618;EUR;4,00;28;43;20;4;15;5;39;
Wednesday;25.01.2006;5;22;30;39;42;44;11;JP;;640055,20;2;EUR;60957,60;102;EUR;1344,60;4723;EUR;51,60;84243;EUR;4,50;30;44;39;42;22;5;11;
Sunday;29.01.2006;6;7;9;28;35;43;44;DJP;;1730737,10;6;EUR;34624,80;187;EUR;1249,80;9448;EUR;43,90;167486;EUR;3,80;28;35;6;43;7;9;44;
Wednesday;01.02.2006;5;10;27;33;34;44;16;1;EUR;3045867,60;8;EUR;31312,60;227;EUR;1241,40;11367;EUR;44,00;194752;EUR;4,00;27;33;5;10;44;34;16;
Sunday;05.02.2006;1;3;8;10;43;45;17;1;EUR;825550,80;4;EUR;39311,90;185;EUR;956,20;8865;EUR;35,40;129836;EUR;3,70;45;8;3;10;43;1;17;
Wednesday;08.02.2006;3;9;22;25;33;42;34;1;EUR;632287,00;2;EUR;60217,80;169;EUR;801,70;6403;EUR;37,60;98734;EUR;3,80;33;9;25;42;22;3;34;
Sunday;12.02.2006;7;13;30;34;38;41;15;JP;;783049,10;1;EUR;149152,20;109;EUR;1539,40;6013;EUR;49,60;103446;EUR;4,50;13;7;38;41;30;34;15;
Wednesday;15.02.2006;8;10;28;37;41;42;44;1;EUR;1747347,40;3;EUR;61225,20;162;EUR;1275,50;7703;EUR;47,60;130750;EUR;4,30;42;10;41;28;37;8;44;
Sunday;19.02.2006;22;23;26;35;37;42;12;JP;;769445,30;2;EUR;73280,50;79;EUR;2087,10;5611;EUR;52,20;98037;EUR;4,60;42;37;35;23;22;26;12;
Wednesday;22.02.2006;4;5;6;9;19;29;15;1;EUR;1736586,70;10;EUR;18421,70;421;EUR;492,20;13743;EUR;26,80;176274;EUR;3,20;4;29;5;19;9;6;15;
Sunday;26.02.2006;1;2;15;18;30;43;26;JP;;768368,80;1;EUR;146355,90;80;EUR;2058,10;5424;EUR;53,90;99129;EUR;4,60;43;15;1;2;30;18;26;
Wednesday;01.03.2006;1;28;30;31;33;40;23;DJP;;1791520,00;6;EUR;32480,90;144;EUR;1522,50;8025;EUR;48,50;138750;EUR;4,30;28;40;1;31;30;33;23;
Sunday;05.03.2006;8;10;14;15;31;35;23;3JP;;3194374,90;4;EUR;66802,60;180;EUR;1670,00;10595;EUR;50,40;192561;EUR;4,30;10;15;14;8;31;35;23;
Wednesday;08.03.2006;1;10;11;26;31;44;38;1;EUR;5012240,50;6;EUR;57710,00;327;EUR;1191,20;15713;EUR;44,00;257496;EUR;4,20;26;1;10;11;44;31;38;
Sunday;12.03.2006;9;11;19;22;30;32;39;1;EUR;818391,20;4;EUR;38971,00;210;EUR;835,00;8621;EUR;36,10;129635;EUR;3,70;32;19;30;22;9;11;39;
Wednesday;15.03.2006;5;8;11;20;27;39;43;JP;;650098,30;2;EUR;61914,10;175;EUR;796,00;7876;EUR;31,40;114623;EUR;3,30;20;5;11;8;39;27;43;
Sunday;19.03.2006;1;5;8;26;29;34;4;1;EUR;1705780,30;6;EUR;33513,70;171;EUR;1322,90;9843;EUR;40,80;164968;EUR;3,80;5;1;34;29;26;8;4;
Wednesday;22.03.2006;5;8;16;36;37;42;17;JP;;626119,90;3;EUR;39753,60;106;EUR;1265,70;5026;EUR;47,40;86000;EUR;4,30;42;36;8;5;16;37;17;
Sunday;26.03.2006;4;9;12;24;37;43;13;DJP;;1685459,20;5;EUR;40355,70;178;EUR;1275,20;8639;EUR;46,70;148420;EUR;4,20;37;9;24;12;43;4;13;
Wednesday;29.03.2006;2;6;12;17;27;33;29;5;EUR;587651,90;14;EUR;17044,90;300;EUR;894,80;13843;EUR;34,40;210409;EUR;3,50;27;12;33;17;6;2;29;
Sunday;02.04.2006;5;19;32;34;35;43;28;2;EUR;386743,70;4;EUR;36832,70;100;EUR;1657,40;5952;EUR;49,50;102537;EUR;4,40;43;34;35;5;19;32;28;
Wednesday;05.04.2006;6;25;29;41;42;43;30;JP;;632390,60;3;EUR;40151,70;67;EUR;2022,50;4277;EUR;56,30;79666;EUR;4,70;43;6;25;41;42;29;30;
Sunday;09.04.2006;10;17;18;30;32;42;35;DJP;;1691415,80;5;EUR;40343,80;141;EUR;1609,40;8089;EUR;49,80;141642;EUR;4,40;30;42;32;18;10;17;35;
Wednesday;12.04.2006;7;13;19;24;30;32;22;1;EUR;2914601,20;4;EUR;58246,90;241;EUR;1087,50;11419;EUR;40,80;179747;EUR;4,00;24;30;19;32;13;7;22;
Sunday;16.04.2006;3;4;14;23;29;43;33;JP;;777626,20;4;EUR;37029,80;105;EUR;1586,90;6349;EUR;46,60;113925;EUR;4,00;3;4;29;14;23;43;33;
Wednesday;19.04.2006;1;14;21;23;34;43;11;DJP;;1629597,30;2;EUR;81140,10;124;EUR;1472,30;6657;EUR;48,70;115046;EUR;4,40;23;14;34;1;43;21;11;
Sunday;23.04.2006;7;12;28;37;39;45;21;1;EUR;2887348,00;7;EUR;34224,50;200;EUR;1347,50;10539;EUR;45,40;179630;EUR;4,10;37;45;28;12;7;39;21;
Wednesday;26.04.2006;4;11;13;24;35;41;25;JP;;601503,60;2;EUR;57286,00;105;EUR;1227,50;5086;EUR;45,00;82973;EUR;4,30;11;13;35;41;4;24;25;
Sunday;30.04.2006;5;12;16;21;31;32;42;DJP;;1748727,10;4;EUR;54629,60;198;EUR;1241,50;9932;EUR;44,00;167866;EUR;4,00;21;32;16;5;31;12;42;
Wednesday;03.05.2006;6;9;11;18;38;40;32;3JP;;2854341,40;5;EUR;42118,60;209;EUR;1133,50;9894;EUR;42,50;163655;EUR;4,00;18;9;38;11;40;6;32;
Sunday;07.05.2006;4;5;11;15;38;42;12;1;EUR;4604374,20;7;EUR;47619,90;259;EUR;1447,90;14515;EUR;45,90;250201;EUR;4,10;11;15;42;4;38;5;12;
Wednesday;10.05.2006;13;14;16;18;31;37;30;JP;;625707,30;2;EUR;59591,10;79;EUR;1697,20;4068;EUR;58,50;71879;EUR;5,10;16;14;31;13;37;18;30;
Sunday;14.05.2006;3;4;23;31;32;39;44;DJP;;1706033,20;1;EUR;205776,30;139;EUR;1665,40;7862;EUR;52,30;145091;EUR;4,40;32;23;4;31;39;3;44;
Wednesday;17.05.2006;6;14;19;31;32;40;3;1;EUR;2980881,40;5;EUR;48565,60;185;EUR;1476,60;9642;EUR;50,30;168620;EUR;4,50;6;31;19;40;14;32;3;
Sunday;21.05.2006;1;9;15;26;36;39;5;JP;;792835,50;1;EUR;151016,20;153;EUR;1110,40;6891;EUR;43,80;117584;EUR;4,00;15;26;39;1;9;36;5;
Wednesday;24.05.2006;6;20;29;33;34;42;4;4;EUR;437332,50;5;EUR;36437,80;155;EUR;1322,30;7770;EUR;46,80;131755;EUR;4,30;29;20;33;34;42;6;4;
Sunday;28.05.2006;7;16;21;34;42;45;27;1;EUR;732515,20;2;EUR;69763,30;124;EUR;1265,80;6402;EUR;43,50;105698;EUR;4,10;34;16;7;42;45;21;27;
Wednesday;31.05.2006;21;24;29;31;39;44;12;JP;;636547,20;3;EUR;40415,70;107;EUR;1274,70;5029;EUR;48,20;83375;EUR;4,50;24;29;31;21;39;44;12;
Sunday;04.06.2006;4;5;6;7;23;26;16;DJP;;1745539,20;12;EUR;17603,00;269;EUR;883,40;12816;EUR;32,90;192240;EUR;3,40;4;7;23;26;6;5;16;
Wednesday;07.06.2006;9;11;13;21;32;39;44;3;EUR;962298,60;4;EUR;54350,30;266;EUR;919,40;12350;EUR;35,20;183031;EUR;3,70;13;21;9;11;39;32;44;
Sunday;11.06.2006;12;28;29;31;35;45;6;1;EUR;797555,70;4;EUR;37978,80;92;EUR;1857,60;5466;EUR;55,50;100569;EUR;4,70;28;12;29;35;31;45;6;
Wednesday;14.06.2006;9;18;20;23;30;32;43;1;EUR;620669,20;6;EUR;19703,70;100;EUR;1330,00;5047;EUR;46,80;84888;EUR;4,30;23;18;32;30;9;20;43;
Sunday;18.06.2006;1;5;9;26;28;33;19;1;EUR;715933,80;8;EUR;17046,00;142;EUR;1080,30;7599;EUR;35,80;123454;EUR;3,40;33;28;5;9;1;26;19;
